seller_id,delivery_bucket,total_orders,good_reviews,bad_reviews,total_revenue
381c83fdca332ea6afd896da20bf6e4a,Early,43,40,3,6112.79
062ce95fa2ad4dfaedfc79260130565f,Early,57,43,6,6110.62
6fa9202c10491e472dffd59a3e82b2a3,Early,3,3,0,6089.23
d51e0a403fe2e689ece6c73359d96e12,Early,23,20,0,6086.38
1c129092bf23f28a5930387c980c0dfc,Early,203,159,23,6082.41
5b67882648febfb6e1225e6ad7164f6b,Early,28,20,3,6077.94
4e7c18b98d84e05cbae3ff0ff03846c2,Early,84,68,13,6056.62
7bac63f6603d382cc8d0832eb6c100a8,Early,16,14,0,6040.49
0432ead42b6c8a0bdf68154add917fdf,Early,84,78,4,6004.11
4830e40640734fc1c52cd21127c341d4,Early,195,163,16,5972.72
81a1104df0f08b59c68aa5b03cfe398e,Early,66,57,2,5953.29
54219883e72aad869adfb2a54b7bfa0f,Early,5,3,2,5920.45
f27e33c6d29b5138fa9967bcd445b6d5,Early,87,73,12,5918.62
a2e874074c877c5a05abae80ad6e488f,Early,40,34,3,5876.29
4371b634e0efc0e22b09b52907d9d469,Early,101,90,5,5872.61
2138ccb85b11a4ec1e37afbd1c8eda1f,Early,393,294,53,5866.52000000001
ebd2d60905fb58271facef5596b620d3,Early,82,65,6,5845.53
4aba391bc3b88717ce08eb11e44937b2,Early,24,21,2,5826.8
b18dc380845b24038cfc48006478f099,Early,41,36,2,5748.52
6fd52c528dcb38be2eea044946b811f8,Early,73,52,19,5722.28
30829ded4523ab9224b93bc49a62c95f,Early,30,20,8,5716.17
08633c14ef2db992c11f840f04fad4cd,Early,90,79,7,5709.87
cc63f0dd2acba93ffed4fe9f8e0321fa,Early,63,46,6,5696.74
6a51fc556dab5f766ced6fbc860bc613,Early,29,26,3,5693.0
9596c870880d900012f2e8e6e30d06d7,Early,19,15,1,5689.72
a420f60ff1aa9acc80d0e42959f2b313,Early,61,49,6,5686.14
b3b17aab11f273023a5f22ca52e1eb70,Early,11,11,0,5685.93
e333046ce6517bd8bb510291d44f0130,Early,70,60,5,5670.69
3078096983cf766a32a06257648502d1,Early,58,49,5,5619.6
e7df4cd29ab5abab70fb0783ddb53987,Early,20,19,0,5611.57
