seller_id,delivery_bucket,total_orders,good_reviews,bad_reviews,total_revenue
863d2ebcd347ce4922de7a0f9a5581d6,Slight Delay,1,0,1,40.51
066a6914e1ebf3ea95a216c73a986b91,Late,1,0,1,40.57
1f7dfad2cb384ea4d2d7e1ffbd78c407,Early,1,0,1,40.71
562fc2f2c2863ab7e79a9e4388a58a14,Late,5,1,4,41.43
6861de0f40cacb0602e473c51639f980,Early,7,2,4,41.58
c37b2059d4f90d4feead554e5246565e,Late,1,0,1,41.6
e84ad2127668df3aafc6b73531a0beb8,Slight Delay,1,0,1,41.82
ec8879960bd2221d5c32f8e12f7da711,Late,2,0,2,41.92
dc317f341ab0e22f39acbd9dbf9b4a1f,Late,1,0,1,41.94
640e21a7d01df7614a3b4923e990d40c,Late,1,0,1,42.09
77a515caa36327151d1cc6c32a9f00e1,Late,1,0,1,42.12
0db783cfcd3b73998abc6e10e59a102f,Slight Delay,2,0,1,42.32
1d1bbb8ac1581824986f582583fff01d,Slight Delay,1,0,1,42.35
f615fe7efbef0f4f08fd3086bc7a3e60,Late,1,0,1,42.53
4c03b9dd4c11ee2cb35c96c49efc9420,Slight Delay,1,0,1,42.77
d3674f271c91f824f82d24d92011f669,Slight Delay,2,0,2,42.86
f7ccf836d21b2fb1de37564105216cc1,Slight Delay,3,0,3,42.96
5d9dc90a686a8fddacffab6bab5653a3,Slight Delay,1,0,1,43.11
276677b5d08786d5dce7c2149dcce48b,Late,1,0,1,43.4
5a413ade68e8f8d93071a7f52a64cb9e,Slight Delay,1,0,1,43.59
fd386aa7bed2af3c7035c65506c9b4a3,Late,2,0,2,43.59
3968920b9aa752ab98f7d5888c9252f2,Slight Delay,1,0,1,44.09
4e42581f08e8cfc7c090f930bac4552a,Late,2,0,2,44.2
6fd52c528dcb38be2eea044946b811f8,Very Late,1,0,1,44.51
cce6ab8d1682639fe45ab70234f1665f,Slight Delay,2,0,1,44.8
83b08de96980757220871b31bf6cffca,Slight Delay,1,0,1,44.86
56e361f411e38dcef17cdc2a3d99628b,Slight Delay,1,0,1,45.38
09883d9ab71c8fe8a9bfc7fc3075b07e,Slight Delay,1,0,1,45.69
a254c682cc01e119f83530446f1df9a9,Slight Delay,1,0,1,45.81
851773c885feb5e2da3b4f82bc2b17ce,Slight Delay,2,0,1,46.04
391bbd13b6452244774beff1824006ed,Late,1,0,1,46.2
7e3f87d16fb353f408d467e74fbd8014,Late,2,0,2,46.31
9dda5bbacd45e18d6485fee649205d09,Late,1,0,1,46.76
8bd0e3abda539b9479c4b44a691be1ec,Late,1,0,1,46.97
f4aba7c0bca51484c30ab7bdc34bcdd1,Slight Delay,6,1,4,47.04
c878515173c84a492ebe50d6b493230b,Slight Delay,1,0,1,47.82
38e679b9e0064cd94c6f035707344dae,Late,1,0,1,48.84
b76dba6c951ab00dc4edf0a1aa88037e,Very Late,3,1,2,48.9
83353a83fd769dfafa4f21a72b15e3e5,Late,1,0,1,48.92
eebb3372362aa9a46975164bed19a7e7,Very Late,1,0,1,49.47
6426d21aca402a131fc0a5d0960a3c90,Very Late,2,0,1,49.51
9853a239ab7b7ebbdc3a21248d5b8e1f,Slight Delay,1,0,1,49.79
43a5d4a57af536fddc96d08be3afdfcb,Early,1,0,1,50.17
3d8fa2f5b647373c8620330c4e077a9f,Late,1,0,1,50.53
02f5837340d7eb4f653d676c7256523a,Slight Delay,1,0,1,50.53
04aba03279157f6d4e0fe8ccaf21963c,Late,1,0,1,50.69
72146da5774cabf2632faedcae097a76,Very Late,1,0,1,51.62
973f21788dfab357250f69a8dcb7ddee,Slight Delay,5,0,5,51.83
ebef8d8c92b4fd3226e5d407bbff21ac,Very Late,1,0,1,51.9
63704069d9bd3a75c1cf59babe56004a,Slight Delay,1,0,1,51.91
c35672b10ad50968f567ea3f4b91e877,Slight Delay,1,0,1,51.92
5656537e588803a555b8eb41f07a944b,Slight Delay,7,2,5,52.04
128639473a139ac0f3e5f5ade55873a5,Slight Delay,15,4,10,52.08
b2479f944e1b90cf8a5de1bbfde284d6,Slight Delay,7,0,7,52.09
c4fabeea6e569d42d02993bb1f4f1cbc,Late,1,0,1,52.23
5b925e1d006e9476d738aa200751b73b,Late,1,0,1,52.27
fedf2c1386e137f296b3bbf3b635e69d,Early,5,2,3,52.58
f08c008c8a8d31417763738a1788a2a8,Late,1,0,1,52.67
af7cdac9d9897cddead9c6b08976c642,Late,1,0,1,52.7
b56906f7fd1696e043f1bcce164c487b,Slight Delay,1,0,1,52.7
974cf2cb8f4b7add98709c30df02fe10,Late,1,0,1,52.89
d93919c944be9cff128f6c9cb899eacb,Late,1,0,1,53.02
4003520d80d0bad1d5623f7aa3c63cda,Early,1,0,1,53.26
3492e68f37fd1df87f4f2f2ea247f445,Very Late,1,0,1,53.3
1ce3ae5a399804d1a87e706f8a813c3e,Late,1,0,1,53.65
e2aee0892199b1d92530e371abd825bf,Late,1,0,1,54.25
229c3efbfb0ea2058de4ccdfbc3d784a,Very Early,1,0,1,54.42
3dfd3dc96f7f8598eca74e9ac8a2fa31,Very Late,1,0,1,54.63
b87a7ea0c30fad2dd6781b74a0064859,Slight Delay,1,0,1,54.92
c68fb906c8f4b4b946d8386bfa6e5467,Slight Delay,1,0,1,55.3
d20b021d3efdf267a402c402a48ea64b,Late,6,1,4,55.43
0b90b6df587eb83608a64ea8b390cf07,Late,1,0,1,55.95
2156f2671501a81034d7d07f217609d0,Late,1,0,1,55.95
cea729054f157f5870bdd321a958d994,Slight Delay,1,0,1,55.98
dee656f0f566ed1aa85bd137c943f08f,Late,2,0,2,56.01
6806dad1da97bfb5a9038eac6881f706,Very Late,1,0,1,56.28
058cb5aeb36d7c0fcae20fc85d5e0a59,Slight Delay,1,0,1,56.64
4e8dacf3d38f281ae26c3e0321d92d88,Slight Delay,2,0,2,56.76
a7f13822ceb966b076af67121f87b063,Slight Delay,1,0,1,56.8
8d956fec2e4337affcb520f56fd8cbfd,Late,2,0,2,57.03
2a84855fd20af891be03bc5924d2b453,Slight Delay,1,0,1,57.47
6d66611d7c44cc30ce351abc49a68421,Late,1,0,1,58.17
8e6d7754bc7e0f22c96d255ebda59eba,Late,1,0,1,58.61
e067ad2c1c0b48758eb1b5228bcf7a68,Late,1,0,1,58.68
02dcd3e8e25bee036e32512bcf175493,Late,1,0,1,58.71
2199e7fe213c16213bf5d6a7eadc9a5d,Slight Delay,1,0,1,59.11
f84fa566034f5e8e880a07ec624c56af,Late,2,0,2,59.2
e8dba4d70f7f2b20e775d09cae01142d,Late,1,0,1,59.36
870d0118f7a9d85960f29ad89d5d989a,Late,3,0,2,59.57
7ecd59e5e20407131822c1a68ac59c1f,Slight Delay,2,0,1,59.78
a938325a4b357fd23a6a4d5bb126408e,Late,1,0,1,59.98
95f83f51203c626648c875dd41874c7f,Slight Delay,2,0,2,60.43
9bade61a92bed55a25d2b67b9f4ed739,Early,3,1,2,60.56
00fc707aaaad2d31347cf883cd2dfe10,Late,1,0,1,61.01
33576ec5412fb5905d876f12f33bfde6,Slight Delay,1,0,1,61.32
87d3c3aeb3ead335511b3ce315eb341e,Slight Delay,1,0,1,61.34
1c129092bf23f28a5930387c980c0dfc,Late,2,0,1,61.58
ca5832c6960267b71041f74bb39e8b12,Late,1,0,1,62.09
2009a095de2a2a41626f6c6d7722678d,Very Late,3,0,3,62.37
3b872fd4747f01cc56206f2934198618,Late,1,0,1,62.39
3771c85bac139d2344864ede5d9341e3,Slight Delay,4,1,2,62.61
5b67882648febfb6e1225e6ad7164f6b,Slight Delay,1,0,1,62.85
05d2173d43ea568aa0540eba70d2ca76,Late,2,0,2,62.96
973f21788dfab357250f69a8dcb7ddee,Very Late,1,0,1,63.32
6f892e20a171e98efe17fdb971ff319b,Late,1,0,1,63.41
2ff97219cb8622eaf3cd89b7d9c09824,Late,2,0,2,63.79
6b536a23086fba0d58c08d68814397f6,Late,2,0,2,64.16
e5e33c0d8e7e002f398f5dc4cbbb338f,Late,1,0,1,64.21
d7b2377bae6ace1b11fc69a11900ac36,Late,1,0,1,64.59
443d880f15cbd3572885e1d44bf2c478,Early,2,0,2,64.6
